index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
20,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,-95106;10996;110152;-5726,,102.190,169.919,0,0,"RESULT: yes scores=-95106,10996,110152,-5726"
21,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,-137084;50234;150218;-8022,,107.279,167.030,0,0,"RESULT: yes scores=-137084,50234,150218,-8022"
22,yes_4bc2c2c5_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-245354;2497;319180;-49226,,106.331,167.769,0,0,"RESULT: yes scores=-245354,2497,319180,-49226"
23,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,-92217;97897;-44007;91390,,112.913,166.868,0,0,"RESULT: unknown scores=-92217,97897,-44007,91390"
24,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-200966;-7898;178097;20236,,104.493,169.761,0,0,"RESULT: yes scores=-200966,-7898,178097,20236"
25,yes_525eaa62_nohash_2,yes,yes,1,yes,1,-128;-128;127;-127,-69492;-52395;145259;-137,,102.450,169.928,0,0,"RESULT: yes scores=-69492,-52395,145259,-137"
26,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,-108026;39304;24192;98197,,100.079,169.936,0,0,"RESULT: no scores=-108026,39304,24192,98197"
27,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,-102625;20268;109675;23030,,103.905,169.801,0,0,"RESULT: yes scores=-102625,20268,109675,23030"
28,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,-220256;47612;18291;151933,,104.853,167.343,0,0,"RESULT: no scores=-220256,47612,18291,151933"
29,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,-158437;76205;-49320;174634,,104.363,169.919,0,0,"RESULT: no scores=-158437,76205,-49320,174634"
30,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,93697;-33849;-11956;-19491,,114.355,167.167,0,0,"RESULT: silence scores=93697,-33849,-11956,-19491"
31,yes_cc6ee39b_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-135304;-25194;201824;-36775,,108.159,169.968,0,0,"RESULT: yes scores=-135304,-25194,201824,-36775"
32,no_9712cce0_nohash_0,no,no,1,no,1,-128;-124;-128;124,-183169;87764;-56873;189211,,106.923,167.208,0,0,"RESULT: no scores=-183169,87764,-56873,189211"
33,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,-161749;124468;-15264;111281,,115.548,169.975,0,0,"RESULT: unknown scores=-161749,124468,-15264,111281"
34,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-160446;23385;170489;-45687,,106.565,169.663,0,0,"RESULT: yes scores=-160446,23385,170489,-45687"
35,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,-217775;89467;-46575;220990,,107.068,167.290,0,0,"RESULT: no scores=-217775,89467,-46575,220990"
36,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,-169268;54944;35225;117846,,105.573,166.848,0,0,"RESULT: no scores=-169268,54944,35225,117846"
37,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,-89360;98845;-86165;158026,,102.411,169.822,0,0,"RESULT: no scores=-89360,98845,-86165,158026"
38,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,-94716;77713;-65812;15097,,110.295,169.678,0,0,"RESULT: unknown scores=-94716,77713,-65812,15097"
39,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-195062;17010;219620;-35933,,108.621,167.101,0,0,"RESULT: yes scores=-195062,17010,219620,-35933"
