index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
35,no_270bfa52_nohash_1,no,no,1,no,1,-128;-125;-128;125,-166627;47818;-51690;159916,,107.267,166.845,0,0,"RESULT: no scores=-166627,47818,-51690,159916"
36,go_6adb8ad9_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-96863;99550;-78852;147905,,102.747,169.412,0,0,"RESULT: no scores=-96863,99550,-78852,147905"
37,go_cb72dfb6_nohash_3,no,no,1,unknown,0,-128;-56;-125;53,-111056;69528;-8987;96303,,103.518,166.650,0,0,"RESULT: no scores=-111056,69528,-8987,96303"
38,no_b69002d4_nohash_0,no,no,1,no,1,-128;-30;-126;28,-119153;91548;-7579;107023,,102.480,169.761,0,0,"RESULT: no scores=-119153,91548,-7579,107023"
39,go_56eab10e_nohash_0,no,no,1,unknown,0,-128;-122;-128;122,-150014;97459;-23532;190440,,104.339,169.230,0,0,"RESULT: no scores=-150014,97459,-23532,190440"
40,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,-161749;124468;-15264;111281,,116.272,169.460,0,0,"RESULT: unknown scores=-161749,124468,-15264,111281"
41,no_dce05676_nohash_0,no,no,1,no,1,-128;-126;-128;126,-179605;44575;-32126;164479,,107.033,166.993,0,0,"RESULT: no scores=-179605,44575,-32126,164479"
42,go_bb6d4301_nohash_3,no,no,1,unknown,0,-128;-73;-128;72,-222050;121457;-46614;155621,,108.953,166.818,0,0,"RESULT: no scores=-222050,121457,-46614,155621"
43,no_1dc86f91_nohash_3,no,no,1,no,1,-128;-108;-126;106,-103986;46556;-8440;110971,,102.635,169.534,0,0,"RESULT: no scores=-103986,46556,-8440,110971"
44,go_eeaf97c3_nohash_3,no,no,1,unknown,0,-128;-13;-125;10,-111847;88371;-3286;96590,,100.615,169.587,0,0,"RESULT: no scores=-111847,88371,-3286,96590"
45,yes_1b18600d_nohash_1,yes,yes,1,yes,1,-70;-80;-7;-100,-4257;-4405;17150;-16241,,102.978,166.948,0,0,"RESULT: yes scores=-4257,-4405,17150,-16241"
46,yes_3e31dffe_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-163486;-25323;203960;-38359,,107.982,169.948,0,0,"RESULT: yes scores=-163486,-25323,203960,-38359"
47,yes_2296b1af_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-96430;2953;164701;-48971,,105.219,166.873,0,0,"RESULT: yes scores=-96430,2953,164701,-48971"
48,yes_de3fe344_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-140687;2274;166211;-62006,,104.314,169.670,0,0,"RESULT: yes scores=-140687,2274,166211,-62006"
49,go_e71a9381_nohash_2,no,no,1,unknown,0,-128;-96;-128;95,-199743;73667;-31656;121159,,104.335,169.489,0,0,"RESULT: no scores=-199743,73667,-31656,121159"
50,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,-108026;39304;24192;98197,,103.107,166.638,0,0,"RESULT: no scores=-108026,39304,24192,98197"
51,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,-158437;76205;-49320;174634,,104.293,169.448,0,0,"RESULT: no scores=-158437,76205,-49320,174634"
52,no_773e26f7_nohash_4,no,no,1,no,1,-128;-118;-128;118,-125150;81793;-48373;163324,,104.550,169.586,0,0,"RESULT: no scores=-125150,81793,-48373,163324"
53,go_01bcfc0c_nohash_0,no,no,1,unknown,0,-128;-87;-128;87,-263996;128934;7896;173958,,102.404,170.046,0,0,"RESULT: no scores=-263996,128934,7896,173958"
54,no_c5a1e46c_nohash_0,no,no,1,no,1,-128;-110;-127;109,-174096;69801;-2375;137768,,102.334,169.532,0,0,"RESULT: no scores=-174096,69801,-2375,137768"
55,yes_f2e59fea_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-118013;-15498;163849;13558,,108.789,167.045,0,0,"RESULT: yes scores=-118013,-15498,163849,13558"
56,go_954f190f_nohash_0,no,no,1,unknown,0,-121;-50;-121;35,-49969;10419;-44487;29556,,103.263,166.938,0,0,"RESULT: no scores=-49969,10419,-44487,29556"
57,go_3659fc1c_nohash_0,no,no,1,unknown,0,-66;-66;-95;-29,3742;6688;-9979;18376,,93.139,169.419,0,0,"RESULT: no scores=3742,6688,-9979,18376"
58,go_0cb74144_nohash_1,no,no,1,unknown,0,-128;-110;-125;107,-102651;28441;-15739;92204,,105.333,166.849,0,0,"RESULT: no scores=-102651,28441,-15739,92204"
59,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,-94716;77713;-65812;15097,,110.256,169.859,0,0,"RESULT: unknown scores=-94716,77713,-65812,15097"
60,go_b69002d4_nohash_1,no,no,1,unknown,0,-128;-90;-128;90,-101404;94484;-15162;140737,,104.517,169.670,0,0,"RESULT: no scores=-101404,94484,-15162,140737"
61,go_28e47b1a_nohash_1,unknown,unknown,1,unknown,1,-128;80;-128;-80,-148807;119149;-44088;88414,,117.730,166.886,0,0,"RESULT: unknown scores=-148807,119149,-44088,88414"
62,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,93697;-33849;-11956;-19491,,114.552,166.940,0,0,"RESULT: silence scores=93697,-33849,-11956,-19491"
63,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,-217775;89467;-46575;220990,,107.253,166.992,0,0,"RESULT: no scores=-217775,89467,-46575,220990"
64,no_01648c51_nohash_0,no,no,1,no,1,-128;-126;-128;126,-143320;38980;-84241;160054,,104.416,169.433,0,0,"RESULT: no scores=-143320,38980,-84241,160054"
65,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-160446;23385;170489;-45687,,109.096,166.741,0,0,"RESULT: yes scores=-160446,23385,170489,-45687"
66,no_39833acb_nohash_2,unknown,unknown,1,no,0,-128;38;-126;-41,-132987;97533;-6417;87061,,110.174,169.463,0,0,"RESULT: unknown scores=-132987,97533,-6417,87061"
67,go_ee1d8d49_nohash_3,unknown,unknown,1,unknown,1,-128;22;-126;-24,-121372;82859;-27151;74273,,114.451,166.801,0,0,"RESULT: unknown scores=-121372,82859,-27151,74273"
68,no_c39703ec_nohash_1,no,no,1,no,1,-126;-122;-107;99,-45638;-21217;9446;69221,,98.627,169.679,0,0,"RESULT: no scores=-45638,-21217,9446,69221"
69,yes_db72a474_nohash_0,yes,yes,1,yes,1,-128;-127;127;-128,-102513;-4004;134951;-13495,,109.283,166.659,0,0,"RESULT: yes scores=-102513,-4004,134951,-13495"
70,go_27c24504_nohash_3,no,no,1,unknown,0,-128;-96;-124;92,-150131;62052;8900;112371,,100.658,169.427,0,0,"RESULT: no scores=-150131,62052,8900,112371"
71,no_0132a06d_nohash_4,no,no,1,no,1,-128;-80;-128;80,-199201;83342;-44259;121255,,107.508,166.708,0,0,"RESULT: no scores=-199201,83342,-44259,121255"
72,go_173ae793_nohash_1,no,no,1,unknown,0,-128;-110;-128;110,-156672;71823;-80510;137133,,107.094,166.851,0,0,"RESULT: no scores=-156672,71823,-80510,137133"
73,go_c1d39ce8_nohash_8,no,no,1,unknown,0,-128;-118;-112;102,-256935;45768;48558;124012,,102.134,169.528,0,0,"RESULT: no scores=-256935,45768,48558,124012"
74,no_37dca74f_nohash_0,no,no,1,no,1,-128;-113;-127;112,-129429;41913;-25651;110178,,104.301,169.385,0,0,"RESULT: no scores=-129429,41913,-25651,110178"
75,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-200966;-7898;178097;20236,,104.314,169.732,0,0,"RESULT: yes scores=-200966,-7898,178097,20236"
76,go_d394ef8e_nohash_1,unknown,unknown,1,unknown,1,-128;44;-127;-45,-153429;126901;-7578;112023,,114.945,169.457,0,0,"RESULT: unknown scores=-153429,126901,-7578,112023"
77,go_fb8c31a9_nohash_1,no,no,1,unknown,0,-128;-114;-124;110,-135644;57679;25090;131796,,102.553,169.538,0,0,"RESULT: no scores=-135644,57679,25090,131796"
78,no_538e1856_nohash_0,no,no,1,no,1,-128;-126;-128;126,-115838;69624;-74495;191725,,104.344,169.632,0,0,"RESULT: no scores=-115838,69624,-74495,191725"
79,go_2da58b32_nohash_3,no,no,1,unknown,0,-128;-125;-127;124,-177716;41174;883;151005,,98.496,169.739,0,0,"RESULT: no scores=-177716,41174,883,151005"
80,yes_2fcb6397_nohash_2,yes,yes,1,yes,1,-128;-128;110;-110,-320660;-6324;184679;143466,,105.912,169.750,0,0,"RESULT: yes scores=-320660,-6324,184679,143466"
81,no_a97017df_nohash_1,no,no,1,no,1,-128;-124;-128;124,-229038;114131;-59758;218227,,108.587,166.834,0,0,"RESULT: no scores=-229038,114131,-59758,218227"
82,go_6565a81d_nohash_3,no,no,1,unknown,0,-128;-80;-128;80,-91407;83707;-48616;122857,,102.409,169.766,0,0,"RESULT: no scores=-91407,83707,-48616,122857"
83,yes_41285056_nohash_2,yes,yes,1,yes,1,-128;-126;122;-124,-205109;7906;125732;28043,,105.081,166.975,0,0,"RESULT: yes scores=-205109,7906,125732,28043"
84,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,-89360;98845;-86165;158026,,102.554,169.809,0,0,"RESULT: no scores=-89360,98845,-86165,158026"
85,no_c33682f0_nohash_0,no,no,1,no,1,-128;-120;-128;120,-128891;71763;-58929;159786,,107.239,166.822,0,0,"RESULT: no scores=-128891,71763,-58929,159786"
86,yes_52162b51_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-213759;-33180;231816;-39617,,108.325,169.840,0,0,"RESULT: yes scores=-213759,-33180,231816,-39617"
87,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-195062;17010;219620;-35933,,106.313,169.877,0,0,"RESULT: yes scores=-195062,17010,219620,-35933"
88,yes_c2dccf38_nohash_4,yes,yes,1,yes,1,-128;-125;124;-126,-195787;16328;128422;8571,,102.243,169.720,0,0,"RESULT: yes scores=-195787,16328,128422,8571"
89,yes_cfbedff9_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-142302;-5125;201157;-9320,,104.227,169.413,0,0,"RESULT: yes scores=-142302,-5125,201157,-9320"
90,yes_e7bcee8a_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-141870;-25050;196481;-105918,,112.865,167.266,0,0,"RESULT: yes scores=-141870,-25050,196481,-105918"
91,yes_72242187_nohash_0,yes,yes,1,yes,1,-128;-127;119;-120,-94903;-18785;109853;33921,,104.233,169.743,0,0,"RESULT: yes scores=-94903,-18785,109853,33921"
92,no_6794a793_nohash_0,no,no,1,no,1,-128;-78;-118;68,-166718;72168;29066;109688,,102.590,169.668,0,0,"RESULT: no scores=-166718,72168,29066,109688"
93,yes_35d1b6ee_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-163228;-3433;186572;7588,,105.128,166.741,0,0,"RESULT: yes scores=-163228,-3433,186572,7588"
94,go_617de221_nohash_1,unknown,unknown,1,unknown,1,-128;22;-126;-24,-163049;102912;-12635;97668,,117.495,167.041,0,0,"RESULT: unknown scores=-163049,102912,-12635,97668"
95,no_3cc595de_nohash_0,no,no,1,no,1,-128;-107;-65;44,-192278;26302;47909;74958,,100.383,169.488,0,0,"RESULT: no scores=-192278,26302,47909,74958"
96,go_890cc926_nohash_2,no,no,1,unknown,0,-128;-121;-124;117,-120027;48980;33550;139852,,102.460,169.385,0,0,"RESULT: no scores=-120027,48980,33550,139852"
97,go_f2e59fea_nohash_3,unknown,unknown,1,unknown,1,-128;103;-126;-105,-324788;172477;53344;121637,,114.775,169.556,0,0,"RESULT: unknown scores=-324788,172477,53344,121637"
98,no_a4ca3afe_nohash_0,no,no,1,no,1,-128;-127;-128;127,-263528;108583;-64123;241359,,106.465,169.536,0,0,"RESULT: no scores=-263528,108583,-64123,241359"
99,_background_noise__pink_noise,silence,silence,1,silence,1,107;-120;-125;-118,62405;-15569;-37743;-8011,,109.851,169.556,0,0,"RESULT: silence scores=62405,-15569,-37743,-8011"
100,yes_b25b6065_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-178321;-503;200218;8791,,103.185,166.857,0,0,"RESULT: yes scores=-178321,-503,200218,8791"
101,no_b59fa113_nohash_1,yes,yes,1,no,0,-128;-103;63;-88,-133318;12033;57082;24168,,105.415,166.775,0,0,"RESULT: yes scores=-133318,12033,57082,24168"
102,yes_611d2b50_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-159831;-4039;175625;-49289,,109.056,166.842,0,0,"RESULT: yes scores=-159831,-4039,175625,-49289"
103,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,-169268;54944;35225;117846,,102.490,169.541,0,0,"RESULT: no scores=-169268,54944,35225,117846"
104,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,-92217;97897;-44007;91390,,113.003,166.854,0,0,"RESULT: unknown scores=-92217,97897,-44007,91390"
105,yes_879a2b38_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-178736;10244;186333;8626,,102.424,169.810,0,0,"RESULT: yes scores=-178736,10244,186333,8626"
106,no_27c24504_nohash_2,no,no,1,no,1,-128;-113;-127;112,-76846;54446;-22428;123058,,105.461,166.806,0,0,"RESULT: no scores=-76846,54446,-22428,123058"
107,no_06a79a03_nohash_0,no,no,1,no,1,-128;-111;-128;111,-208379;103723;-54124;167933,,106.153,169.791,0,0,"RESULT: no scores=-208379,103723,-54124,167933"
108,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,-95106;10996;110152;-5726,,102.453,169.695,0,0,"RESULT: yes scores=-95106,10996,110152,-5726"
109,yes_363c6bad_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-140630;-27800;181884;-24472,,111.007,166.737,0,0,"RESULT: yes scores=-140630,-27800,181884,-24472"
110,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,-220256;47612;18291;151933,,104.991,166.846,0,0,"RESULT: no scores=-220256,47612,18291,151933"
111,go_3589bc72_nohash_4,unknown,unknown,1,unknown,1,-128;99;-127;-100,-84133;79301;-44853;28135,,112.870,166.762,0,0,"RESULT: unknown scores=-84133,79301,-44853,28135"
112,go_1ed0b13d_nohash_0,no,no,1,unknown,0,-128;-80;-128;80,-162486;142272;-108556;176136,,107.992,169.739,0,0,"RESULT: no scores=-162486,142272,-108556,176136"
113,yes_5f8097e1_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-185854;22374;175411;-5808,,103.992,169.710,0,0,"RESULT: yes scores=-185854,22374,175411,-5808"
114,yes_7fb8d703_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-152320;34274;201752;-42875,,109.061,167.072,0,0,"RESULT: yes scores=-152320,34274,201752,-42875"
115,go_bdd22e4d_nohash_4,no,no,1,unknown,0,-127;-103;-125;99,-64375;22793;-32013;77173,,103.224,167.217,0,0,"RESULT: no scores=-64375,22793,-32013,77173"
116,no_54b6d355_nohash_0,no,no,1,no,1,-128;-95;-128;95,-129497;71262;-61733;120595,,104.233,169.913,0,0,"RESULT: no scores=-129497,71262,-61733,120595"
117,no_a4baac4e_nohash_2,no,no,1,no,1,-128;-125;-128;125,-199790;63938;-21899;173089,,107.234,166.905,0,0,"RESULT: no scores=-199790,63938,-21899,173089"
118,go_3bdf05d3_nohash_0,no,no,1,unknown,0,-128;-77;-127;76,-129759;92031;-13172;128313,,107.029,167.023,0,0,"RESULT: no scores=-129759,92031,-13172,128313"
119,yes_0d82fd99_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-75690;25654;192897;-99884,,107.174,167.172,0,0,"RESULT: yes scores=-75690,25654,192897,-99884"
120,yes_b414c653_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-299365;3913;218959;58490,,105.510,166.842,0,0,"RESULT: yes scores=-299365,3913,218959,58490"
121,yes_1496195a_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-213286;2530;192645;22536,,102.407,169.680,0,0,"RESULT: yes scores=-213286,2530,192645,22536"
122,go_322d17d3_nohash_0,no,no,1,unknown,0,-128;-111;-128;111,-137937;98551;-95639;166662,,107.136,167.261,0,0,"RESULT: no scores=-137937,98551,-95639,166662"
123,no_18d120ae_nohash_0,no,no,1,no,1,-128;-94;-118;84,-122156;48280;17007;96027,,100.613,169.579,0,0,"RESULT: no scores=-122156,48280,17007,96027"
124,yes_58df33b5_nohash_1,yes,yes,1,yes,1,-128;-127;126;-128,-51922;3137;127694;-27342,,105.203,166.793,0,0,"RESULT: yes scores=-51922,3137,127694,-27342"
125,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,-102625;20268;109675;23030,,104.540,169.683,0,0,"RESULT: yes scores=-102625,20268,109675,23030"
126,_background_noise__running_tap,silence,silence,1,silence,1,121;-125;-125;-126,86292;-18779;-21142;-28361,,112.085,169.503,0,0,"RESULT: silence scores=86292,-18779,-21142,-28361"
127,no_29229c21_nohash_3,no,no,1,no,1,-127;-101;-126;98,-65726;25170;-36099;79858,,103.573,166.770,0,0,"RESULT: no scores=-65726,25170,-36099,79858"
128,go_274c008f_nohash_0,unknown,no,0,unknown,0,-126;-2;-126;-2,-76989;32890;-64641;34426,,100.613,169.601,0,0,"RESULT: no scores=-76989,32890,-64641,34426"
129,no_712e4d58_nohash_0,no,no,1,no,1,-128;-128;-128;127,-187824;65420;-74451;228323,,104.366,169.587,0,0,"RESULT: no scores=-187824,65420,-74451,228323"
130,go_1365dd89_nohash_0,no,no,1,unknown,0,-128;-87;-127;86,-84438;59668;-26097;100384,,105.053,166.751,0,0,"RESULT: no scores=-84438,59668,-26097,100384"
131,no_b65f6015_nohash_0,no,no,1,no,1,-128;-125;-128;125,-124342;58161;-19974;170962,,104.625,169.462,0,0,"RESULT: no scores=-124342,58161,-19974,170962"
132,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,-137084;50234;150218;-8022,,107.216,166.853,0,0,"RESULT: yes scores=-137084,50234,150218,-8022"
133,no_499be02e_nohash_4,no,no,1,no,1,-128;-114;-114;99,-111198;48432;46671;120196,,102.355,169.794,0,0,"RESULT: no scores=-111198,48432,46671,120196"
134,no_bde0f20a_nohash_0,no,no,1,no,1,-128;-126;-128;126,-177318;101097;-74534;226927,,106.348,169.568,0,0,"RESULT: no scores=-177318,101097,-74534,226927"
135,go_e6be0830_nohash_4,no,no,1,unknown,0,-128;-68;-128;68,-173913;96493;-65150;129230,,104.363,169.500,0,0,"RESULT: no scores=-173913,96493,-65150,129230"
136,go_0e5193e6_nohash_0,unknown,unknown,1,unknown,1,-126;32;-127;-36,-72078;45520;-83570;33369,,110.102,169.767,0,0,"RESULT: unknown scores=-72078,45520,-83570,33369"
137,_background_noise__exercise_bike,silence,silence,1,silence,1,80;-107;-126;-103,60010;10986;-43572;16796,,110.674,167.018,0,0,"RESULT: silence scores=60010,10986,-43572,16796"
138,yes_73f20b00_nohash_3,yes,yes,1,yes,1,-128;-126;125;-128,-252577;70938;174652;29291,,104.169,169.671,0,0,"RESULT: yes scores=-252577,70938,174652,29291"
139,_background_noise__dude_miaowing,silence,silence,1,silence,1,116;-121;-124;-127,83115;3908;-16564;-50089,,108.268,169.441,0,0,"RESULT: silence scores=83115,3908,-16564,-50089"
140,go_5677ec77_nohash_0,no,no,1,unknown,0,-128;-118;-127;118,-95381;58229;-14645;137910,,105.125,166.753,0,0,"RESULT: no scores=-95381,58229,-14645,137910"
141,go_24befdb3_nohash_3,no,no,1,unknown,0,-128;-100;-128;100,-238733;127744;-54604;183182,,108.859,167.044,0,0,"RESULT: no scores=-238733,127744,-54604,183182"
142,go_b0ae6326_nohash_2,no,no,1,unknown,0,-128;-121;-128;121,-213011;92137;-34852;183604,,107.114,166.827,0,0,"RESULT: no scores=-213011,92137,-34852,183604"
143,go_31270cb2_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-129112;91362;-33934;139992,,106.632,167.134,0,0,"RESULT: no scores=-129112,91362,-33934,139992"
144,yes_8d9cc260_nohash_0,yes,yes,1,yes,1,-128;-127;126;-128,-154197;22344;150066;-22381,,109.380,166.734,0,0,"RESULT: yes scores=-154197,22344,150066,-22381"
145,go_617de221_nohash_4,no,no,1,unknown,0,-128;-60;-128;60,-153625;101649;-74487;125211,,108.984,166.960,0,0,"RESULT: no scores=-153625,101649,-74487,125211"
146,yes_cd85758f_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-153264;3416;167077;-31038,,107.326,166.956,0,0,"RESULT: yes scores=-153264,3416,167077,-31038"
147,no_b176f8e9_nohash_0,unknown,unknown,1,no,0,-127;43;-101;-71,-97200;46217;-629;20123,,108.719,167.152,0,0,"RESULT: unknown scores=-97200,46217,-629,20123"
148,go_8931f494_nohash_1,no,no,1,unknown,0,-128;-45;-127;45,-145268;101046;-23374;122679,,108.713,167.065,0,0,"RESULT: no scores=-145268,101046,-23374,122679"
149,go_4c3cddb8_nohash_4,no,no,1,unknown,0,-128;-119;-128;118,-83210;50519;-24680;132060,,102.250,169.695,0,0,"RESULT: no scores=-83210,50519,-24680,132060"
