index,name,golden_ref,predicted,matches_golden,truth_info,matches_truth_info,golden_scores,scores,score_error_pct,latency_ms,tx_ms,timeout,retries,raw
31,go_190821dc_nohash_1,no,no,1,unknown,0,-128;-117;-128;117,-247201;93995;-91445;169815,,104.410,169.308,0,0,"RESULT: no scores=-247201,93995,-91445,169815"
32,yes_472b8045_nohash_4,yes,yes,1,yes,1,-128;-127;126;-128,-96287;9106;133775;-18743,,105.192,166.851,0,0,"RESULT: yes scores=-96287,9106,133775,-18743"
33,no_1a73dcd1_nohash_2,unknown,unknown,1,no,0,-128;4;-80;-52,-141899;64526;39875;55147,,109.894,169.436,0,0,"RESULT: unknown scores=-141899,64526,39875,55147"
34,no_6727b579_nohash_0,no,no,1,no,1,-128;-127;-128;127,-132097;60229;-68291;213844,,104.370,169.584,0,0,"RESULT: no scores=-132097,60229,-68291,213844"
35,no_270bfa52_nohash_1,no,no,1,no,1,-128;-125;-128;125,-166627;47818;-51690;159916,,104.440,169.486,0,0,"RESULT: no scores=-166627,47818,-51690,159916"
36,go_6adb8ad9_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-96863;99550;-78852;147905,,102.527,169.396,0,0,"RESULT: no scores=-96863,99550,-78852,147905"
37,go_cb72dfb6_nohash_3,no,no,1,unknown,0,-128;-56;-125;53,-111056;69528;-8987;96303,,100.778,169.592,0,0,"RESULT: no scores=-111056,69528,-8987,96303"
38,no_b69002d4_nohash_0,no,no,1,no,1,-128;-30;-126;28,-119153;91548;-7579;107023,,102.674,169.346,0,0,"RESULT: no scores=-119153,91548,-7579,107023"
39,go_56eab10e_nohash_0,no,no,1,unknown,0,-128;-122;-128;122,-150014;97459;-23532;190440,,104.106,169.664,0,0,"RESULT: no scores=-150014,97459,-23532,190440"
40,go_d0faf7e4_nohash_3,unknown,unknown,1,unknown,1,-128;45;-127;-45,-161749;124468;-15264;111281,,118.264,166.905,0,0,"RESULT: unknown scores=-161749,124468,-15264,111281"
41,no_dce05676_nohash_0,no,no,1,no,1,-128;-126;-128;126,-179605;44575;-32126;164479,,107.214,167.097,0,0,"RESULT: no scores=-179605,44575,-32126,164479"
42,go_bb6d4301_nohash_3,no,no,1,unknown,0,-128;-73;-128;72,-222050;121457;-46614;155621,,108.978,166.869,0,0,"RESULT: no scores=-222050,121457,-46614,155621"
43,no_1dc86f91_nohash_3,no,no,1,no,1,-128;-108;-126;106,-103986;46556;-8440;110971,,105.414,167.057,0,0,"RESULT: no scores=-103986,46556,-8440,110971"
44,go_eeaf97c3_nohash_3,no,no,1,unknown,0,-128;-13;-125;10,-111847;88371;-3286;96590,,103.193,166.692,0,0,"RESULT: no scores=-111847,88371,-3286,96590"
45,yes_1b18600d_nohash_1,yes,yes,1,yes,1,-70;-80;-7;-100,-4257;-4405;17150;-16241,,100.474,169.470,0,0,"RESULT: yes scores=-4257,-4405,17150,-16241"
46,yes_3e31dffe_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-163486;-25323;203960;-38359,,110.887,166.689,0,0,"RESULT: yes scores=-163486,-25323,203960,-38359"
47,yes_2296b1af_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-96430;2953;164701;-48971,,102.400,169.519,0,0,"RESULT: yes scores=-96430,2953,164701,-48971"
48,yes_de3fe344_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-140687;2274;166211;-62006,,104.403,169.526,0,0,"RESULT: yes scores=-140687,2274,166211,-62006"
49,go_e71a9381_nohash_2,no,no,1,unknown,0,-128;-96;-128;95,-199743;73667;-31656;121159,,106.721,166.896,0,0,"RESULT: no scores=-199743,73667,-31656,121159"
50,no_5f1253e9_nohash_0,no,no,1,no,1,-128;-106;-115;93,-108026;39304;24192;98197,,103.735,166.947,0,0,"RESULT: no scores=-108026,39304,24192,98197"
51,no_6c0f6493_nohash_0,no,no,1,no,1,-128;-123;-128;123,-158437;76205;-49320;174634,,104.454,169.556,0,0,"RESULT: no scores=-158437,76205,-49320,174634"
52,no_773e26f7_nohash_4,no,no,1,no,1,-128;-118;-128;118,-125150;81793;-48373;163324,,104.708,169.489,0,0,"RESULT: no scores=-125150,81793,-48373,163324"
53,go_01bcfc0c_nohash_0,no,no,1,unknown,0,-128;-87;-128;87,-263996;128934;7896;173958,,105.249,166.691,0,0,"RESULT: no scores=-263996,128934,7896,173958"
54,no_c5a1e46c_nohash_0,no,no,1,no,1,-128;-110;-127;109,-174096;69801;-2375;137768,,102.496,169.433,0,0,"RESULT: no scores=-174096,69801,-2375,137768"
55,yes_f2e59fea_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-118013;-15498;163849;13558,,106.654,169.522,0,0,"RESULT: yes scores=-118013,-15498,163849,13558"
56,go_954f190f_nohash_0,no,no,1,unknown,0,-121;-50;-121;35,-49969;10419;-44487;29556,,103.768,166.772,0,0,"RESULT: no scores=-49969,10419,-44487,29556"
57,go_3659fc1c_nohash_0,no,no,1,unknown,0,-66;-66;-95;-29,3742;6688;-9979;18376,,92.827,169.711,0,0,"RESULT: no scores=3742,6688,-9979,18376"
58,go_0cb74144_nohash_1,no,no,1,unknown,0,-128;-110;-125;107,-102651;28441;-15739;92204,,102.493,169.560,0,0,"RESULT: no scores=-102651,28441,-15739,92204"
59,go_1942abd7_nohash_0,unknown,unknown,1,unknown,1,-128;110;-127;-111,-94716;77713;-65812;15097,,113.005,166.987,0,0,"RESULT: unknown scores=-94716,77713,-65812,15097"
60,go_b69002d4_nohash_1,no,no,1,unknown,0,-128;-90;-128;90,-101404;94484;-15162;140737,,106.985,167.055,0,0,"RESULT: no scores=-101404,94484,-15162,140737"
61,go_28e47b1a_nohash_1,unknown,unknown,1,unknown,1,-128;80;-128;-80,-148807;119149;-44088;88414,,114.820,169.577,0,0,"RESULT: unknown scores=-148807,119149,-44088,88414"
62,_background_noise__white_noise,silence,silence,1,silence,1,122;-127;-125;-126,93697;-33849;-11956;-19491,,114.846,166.903,0,0,"RESULT: silence scores=93697,-33849,-11956,-19491"
63,no_a1cff772_nohash_1,no,no,1,no,1,-128;-127;-128;127,-217775;89467;-46575;220990,,104.340,169.566,0,0,"RESULT: no scores=-217775,89467,-46575,220990"
64,no_01648c51_nohash_0,no,no,1,no,1,-128;-126;-128;126,-143320;38980;-84241;160054,,106.937,166.950,0,0,"RESULT: no scores=-143320,38980,-84241,160054"
65,yes_a9ca1818_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-160446;23385;170489;-45687,,109.178,166.831,0,0,"RESULT: yes scores=-160446,23385,170489,-45687"
66,no_39833acb_nohash_2,unknown,unknown,1,no,0,-128;38;-126;-41,-132987;97533;-6417;87061,,109.992,169.609,0,0,"RESULT: unknown scores=-132987,97533,-6417,87061"
67,go_ee1d8d49_nohash_3,unknown,unknown,1,unknown,1,-128;22;-126;-24,-121372;82859;-27151;74273,,114.690,166.830,0,0,"RESULT: unknown scores=-121372,82859,-27151,74273"
68,no_c39703ec_nohash_1,no,no,1,no,1,-126;-122;-107;99,-45638;-21217;9446;69221,,101.265,166.639,0,0,"RESULT: no scores=-45638,-21217,9446,69221"
69,yes_db72a474_nohash_0,yes,yes,1,yes,1,-128;-127;127;-128,-102513;-4004;134951;-13495,,109.001,166.585,0,0,"RESULT: yes scores=-102513,-4004,134951,-13495"
70,go_27c24504_nohash_3,no,no,1,unknown,0,-128;-96;-124;92,-150131;62052;8900;112371,,103.674,166.581,0,0,"RESULT: no scores=-150131,62052,8900,112371"
71,no_0132a06d_nohash_4,no,no,1,no,1,-128;-80;-128;80,-199201;83342;-44259;121255,,104.509,169.454,0,0,"RESULT: no scores=-199201,83342,-44259,121255"
72,go_173ae793_nohash_1,no,no,1,unknown,0,-128;-110;-128;110,-156672;71823;-80510;137133,,104.485,169.534,0,0,"RESULT: no scores=-156672,71823,-80510,137133"
73,go_c1d39ce8_nohash_8,no,no,1,unknown,0,-128;-118;-112;102,-256935;45768;48558;124012,,102.048,169.837,0,0,"RESULT: no scores=-256935,45768,48558,124012"
74,no_37dca74f_nohash_0,no,no,1,no,1,-128;-113;-127;112,-129429;41913;-25651;110178,,103.920,169.696,0,0,"RESULT: no scores=-129429,41913,-25651,110178"
75,yes_51f7a034_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-200966;-7898;178097;20236,,106.795,167.078,0,0,"RESULT: yes scores=-200966,-7898,178097,20236"
76,go_d394ef8e_nohash_1,unknown,unknown,1,unknown,1,-128;44;-127;-45,-153429;126901;-7578;112023,,117.504,167.069,0,0,"RESULT: unknown scores=-153429,126901,-7578,112023"
77,go_fb8c31a9_nohash_1,no,no,1,unknown,0,-128;-114;-124;110,-135644;57679;25090;131796,,102.316,169.571,0,0,"RESULT: no scores=-135644,57679,25090,131796"
78,no_538e1856_nohash_0,no,no,1,no,1,-128;-126;-128;126,-115838;69624;-74495;191725,,106.646,167.104,0,0,"RESULT: no scores=-115838,69624,-74495,191725"
79,go_2da58b32_nohash_3,no,no,1,unknown,0,-128;-125;-127;124,-177716;41174;883;151005,,101.085,166.966,0,0,"RESULT: no scores=-177716,41174,883,151005"
80,yes_2fcb6397_nohash_2,yes,yes,1,yes,1,-128;-128;110;-110,-320660;-6324;184679;143466,,105.798,169.734,0,0,"RESULT: yes scores=-320660,-6324,184679,143466"
81,no_a97017df_nohash_1,no,no,1,no,1,-128;-124;-128;124,-229038;114131;-59758;218227,,109.080,166.954,0,0,"RESULT: no scores=-229038,114131,-59758,218227"
82,go_6565a81d_nohash_3,no,no,1,unknown,0,-128;-80;-128;80,-91407;83707;-48616;122857,,102.190,169.542,0,0,"RESULT: no scores=-91407,83707,-48616,122857"
83,yes_41285056_nohash_2,yes,yes,1,yes,1,-128;-126;122;-124,-205109;7906;125732;28043,,105.052,166.909,0,0,"RESULT: yes scores=-205109,7906,125732,28043"
84,go_eaa83485_nohash_4,no,no,1,unknown,0,-128;-108;-128;108,-89360;98845;-86165;158026,,104.937,167.003,0,0,"RESULT: no scores=-89360,98845,-86165,158026"
85,no_c33682f0_nohash_0,no,no,1,no,1,-128;-120;-128;120,-128891;71763;-58929;159786,,104.419,169.718,0,0,"RESULT: no scores=-128891,71763,-58929,159786"
86,yes_52162b51_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-213759;-33180;231816;-39617,,110.768,166.979,0,0,"RESULT: yes scores=-213759,-33180,231816,-39617"
87,yes_9b8a7439_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-195062;17010;219620;-35933,,106.213,169.872,0,0,"RESULT: yes scores=-195062,17010,219620,-35933"
88,yes_c2dccf38_nohash_4,yes,yes,1,yes,1,-128;-125;124;-126,-195787;16328;128422;8571,,105.279,167.085,0,0,"RESULT: yes scores=-195787,16328,128422,8571"
89,yes_cfbedff9_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-142302;-5125;201157;-9320,,107.489,166.627,0,0,"RESULT: yes scores=-142302,-5125,201157,-9320"
90,yes_e7bcee8a_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-141870;-25050;196481;-105918,,112.620,167.137,0,0,"RESULT: yes scores=-141870,-25050,196481,-105918"
91,yes_72242187_nohash_0,yes,yes,1,yes,1,-128;-127;119;-120,-94903;-18785;109853;33921,,106.946,166.950,0,0,"RESULT: yes scores=-94903,-18785,109853,33921"
92,no_6794a793_nohash_0,no,no,1,no,1,-128;-78;-118;68,-166718;72168;29066;109688,,102.492,169.668,0,0,"RESULT: no scores=-166718,72168,29066,109688"
93,yes_35d1b6ee_nohash_2,yes,yes,1,yes,1,-128;-128;127;-128,-163228;-3433;186572;7588,,105.232,167.088,0,0,"RESULT: yes scores=-163228,-3433,186572,7588"
94,go_617de221_nohash_1,unknown,unknown,1,unknown,1,-128;22;-126;-24,-163049;102912;-12635;97668,,118.051,166.786,0,0,"RESULT: unknown scores=-163049,102912,-12635,97668"
95,no_3cc595de_nohash_0,no,no,1,no,1,-128;-107;-65;44,-192278;26302;47909;74958,,100.336,169.641,0,0,"RESULT: no scores=-192278,26302,47909,74958"
96,go_890cc926_nohash_2,no,no,1,unknown,0,-128;-121;-124;117,-120027;48980;33550;139852,,105.045,167.005,0,0,"RESULT: no scores=-120027,48980,33550,139852"
97,go_f2e59fea_nohash_3,unknown,unknown,1,unknown,1,-128;103;-126;-105,-324788;172477;53344;121637,,117.686,166.901,0,0,"RESULT: unknown scores=-324788,172477,53344,121637"
98,no_a4ca3afe_nohash_0,no,no,1,no,1,-128;-127;-128;127,-263528;108583;-64123;241359,,109.151,167.010,0,0,"RESULT: no scores=-263528,108583,-64123,241359"
99,_background_noise__pink_noise,silence,silence,1,silence,1,107;-120;-125;-118,62405;-15569;-37743;-8011,,109.694,169.712,0,0,"RESULT: silence scores=62405,-15569,-37743,-8011"
100,yes_b25b6065_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-178321;-503;200218;8791,,103.416,166.909,0,0,"RESULT: yes scores=-178321,-503,200218,8791"
101,no_b59fa113_nohash_1,yes,yes,1,no,0,-128;-103;63;-88,-133318;12033;57082;24168,,105.300,166.675,0,0,"RESULT: yes scores=-133318,12033,57082,24168"
102,yes_611d2b50_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-159831;-4039;175625;-49289,,106.667,169.316,0,0,"RESULT: yes scores=-159831,-4039,175625,-49289"
103,no_3a3ee7ed_nohash_1,no,no,1,no,1,-128;-109;-118;99,-169268;54944;35225;117846,,102.755,169.549,0,0,"RESULT: no scores=-169268,54944,35225,117846"
104,go_96d8bb6f_nohash_3,unknown,unknown,1,unknown,1,-128;29;-128;-29,-92217;97897;-44007;91390,,112.915,166.882,0,0,"RESULT: unknown scores=-92217,97897,-44007,91390"
105,yes_879a2b38_nohash_0,yes,yes,1,yes,1,-128;-128;127;-128,-178736;10244;186333;8626,,105.250,167.003,0,0,"RESULT: yes scores=-178736,10244,186333,8626"
106,no_27c24504_nohash_2,no,no,1,no,1,-128;-113;-127;112,-76846;54446;-22428;123058,,104.913,166.929,0,0,"RESULT: no scores=-76846,54446,-22428,123058"
107,no_06a79a03_nohash_0,no,no,1,no,1,-128;-111;-128;111,-208379;103723;-54124;167933,,106.248,169.484,0,0,"RESULT: no scores=-208379,103723,-54124,167933"
108,yes_0717b9f6_nohash_0,yes,yes,1,yes,1,-128;-124;122;-126,-95106;10996;110152;-5726,,102.354,169.786,0,0,"RESULT: yes scores=-95106,10996,110152,-5726"
109,yes_363c6bad_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-140630;-27800;181884;-24472,,108.006,169.428,0,0,"RESULT: yes scores=-140630,-27800,181884,-24472"
110,no_94d370bf_nohash_1,no,no,1,no,1,-128;-124;-127;123,-220256;47612;18291;151933,,105.023,166.927,0,0,"RESULT: no scores=-220256,47612,18291,151933"
111,go_3589bc72_nohash_4,unknown,unknown,1,unknown,1,-128;99;-127;-100,-84133;79301;-44853;28135,,112.836,166.869,0,0,"RESULT: unknown scores=-84133,79301,-44853,28135"
112,go_1ed0b13d_nohash_0,no,no,1,unknown,0,-128;-80;-128;80,-162486;142272;-108556;176136,,110.864,166.832,0,0,"RESULT: no scores=-162486,142272,-108556,176136"
113,yes_5f8097e1_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-185854;22374;175411;-5808,,106.637,166.967,0,0,"RESULT: yes scores=-185854,22374,175411,-5808"
114,yes_7fb8d703_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-152320;34274;201752;-42875,,105.711,170.038,0,0,"RESULT: yes scores=-152320,34274,201752,-42875"
115,go_bdd22e4d_nohash_4,no,no,1,unknown,0,-127;-103;-125;99,-64375;22793;-32013;77173,,103.593,166.787,0,0,"RESULT: no scores=-64375,22793,-32013,77173"
116,no_54b6d355_nohash_0,no,no,1,no,1,-128;-95;-128;95,-129497;71262;-61733;120595,,104.356,169.728,0,0,"RESULT: no scores=-129497,71262,-61733,120595"
117,no_a4baac4e_nohash_2,no,no,1,no,1,-128;-125;-128;125,-199790;63938;-21899;173089,,104.269,169.717,0,0,"RESULT: no scores=-199790,63938,-21899,173089"
118,go_3bdf05d3_nohash_0,no,no,1,unknown,0,-128;-77;-127;76,-129759;92031;-13172;128313,,104.362,169.561,0,0,"RESULT: no scores=-129759,92031,-13172,128313"
119,yes_0d82fd99_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-75690;25654;192897;-99884,,106.810,166.974,0,0,"RESULT: yes scores=-75690,25654,192897,-99884"
120,yes_b414c653_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-299365;3913;218959;58490,,102.311,169.713,0,0,"RESULT: yes scores=-299365,3913,218959,58490"
121,yes_1496195a_nohash_3,yes,yes,1,yes,1,-128;-128;127;-128,-213286;2530;192645;22536,,102.386,169.899,0,0,"RESULT: yes scores=-213286,2530,192645,22536"
122,go_322d17d3_nohash_0,no,no,1,unknown,0,-128;-111;-128;111,-137937;98551;-95639;166662,,107.133,167.164,0,0,"RESULT: no scores=-137937,98551,-95639,166662"
123,no_18d120ae_nohash_0,no,no,1,no,1,-128;-94;-118;84,-122156;48280;17007;96027,,100.659,169.817,0,0,"RESULT: no scores=-122156,48280,17007,96027"
124,yes_58df33b5_nohash_1,yes,yes,1,yes,1,-128;-127;126;-128,-51922;3137;127694;-27342,,105.043,167.037,0,0,"RESULT: yes scores=-51922,3137,127694,-27342"
125,yes_72aa7259_nohash_0,yes,yes,1,yes,1,-128;-122;116;-122,-102625;20268;109675;23030,,107.220,167.089,0,0,"RESULT: yes scores=-102625,20268,109675,23030"
126,_background_noise__running_tap,silence,silence,1,silence,1,121;-125;-125;-126,86292;-18779;-21142;-28361,,111.993,169.675,0,0,"RESULT: silence scores=86292,-18779,-21142,-28361"
127,no_29229c21_nohash_3,no,no,1,no,1,-127;-101;-126;98,-65726;25170;-36099;79858,,103.041,166.806,0,0,"RESULT: no scores=-65726,25170,-36099,79858"
128,go_274c008f_nohash_0,unknown,no,0,unknown,0,-126;-2;-126;-2,-76989;32890;-64641;34426,,100.589,169.467,0,0,"RESULT: no scores=-76989,32890,-64641,34426"
129,no_712e4d58_nohash_0,no,no,1,no,1,-128;-128;-128;127,-187824;65420;-74451;228323,,104.656,169.532,0,0,"RESULT: no scores=-187824,65420,-74451,228323"
130,go_1365dd89_nohash_0,no,no,1,unknown,0,-128;-87;-127;86,-84438;59668;-26097;100384,,102.554,169.612,0,0,"RESULT: no scores=-84438,59668,-26097,100384"
131,no_b65f6015_nohash_0,no,no,1,no,1,-128;-125;-128;125,-124342;58161;-19974;170962,,104.429,169.424,0,0,"RESULT: no scores=-124342,58161,-19974,170962"
132,yes_e91d173e_nohash_1,yes,yes,1,yes,1,-128;-125;124;-128,-137084;50234;150218;-8022,,104.398,169.687,0,0,"RESULT: yes scores=-137084,50234,150218,-8022"
133,no_499be02e_nohash_4,no,no,1,no,1,-128;-114;-114;99,-111198;48432;46671;120196,,105.023,166.918,0,0,"RESULT: no scores=-111198,48432,46671,120196"
134,no_bde0f20a_nohash_0,no,no,1,no,1,-128;-126;-128;126,-177318;101097;-74534;226927,,106.129,169.855,0,0,"RESULT: no scores=-177318,101097,-74534,226927"
135,go_e6be0830_nohash_4,no,no,1,unknown,0,-128;-68;-128;68,-173913;96493;-65150;129230,,104.698,169.456,0,0,"RESULT: no scores=-173913,96493,-65150,129230"
136,go_0e5193e6_nohash_0,unknown,unknown,1,unknown,1,-126;32;-127;-36,-72078;45520;-83570;33369,,110.402,169.506,0,0,"RESULT: unknown scores=-72078,45520,-83570,33369"
137,_background_noise__exercise_bike,silence,silence,1,silence,1,80;-107;-126;-103,60010;10986;-43572;16796,,108.230,169.622,0,0,"RESULT: silence scores=60010,10986,-43572,16796"
138,yes_73f20b00_nohash_3,yes,yes,1,yes,1,-128;-126;125;-128,-252577;70938;174652;29291,,104.370,169.691,0,0,"RESULT: yes scores=-252577,70938,174652,29291"
139,_background_noise__dude_miaowing,silence,silence,1,silence,1,116;-121;-124;-127,83115;3908;-16564;-50089,,108.022,169.547,0,0,"RESULT: silence scores=83115,3908,-16564,-50089"
140,go_5677ec77_nohash_0,no,no,1,unknown,0,-128;-118;-127;118,-95381;58229;-14645;137910,,102.406,169.659,0,0,"RESULT: no scores=-95381,58229,-14645,137910"
141,go_24befdb3_nohash_3,no,no,1,unknown,0,-128;-100;-128;100,-238733;127744;-54604;183182,,106.353,169.473,0,0,"RESULT: no scores=-238733,127744,-54604,183182"
142,go_b0ae6326_nohash_2,no,no,1,unknown,0,-128;-121;-128;121,-213011;92137;-34852;183604,,107.094,166.932,0,0,"RESULT: no scores=-213011,92137,-34852,183604"
143,go_31270cb2_nohash_0,no,no,1,unknown,0,-128;-95;-128;95,-129112;91362;-33934;139992,,104.172,169.692,0,0,"RESULT: no scores=-129112,91362,-33934,139992"
144,yes_8d9cc260_nohash_0,yes,yes,1,yes,1,-128;-127;126;-128,-154197;22344;150066;-22381,,108.759,166.856,0,0,"RESULT: yes scores=-154197,22344,150066,-22381"
145,go_617de221_nohash_4,no,no,1,unknown,0,-128;-60;-128;60,-153625;101649;-74487;125211,,106.414,169.758,0,0,"RESULT: no scores=-153625,101649,-74487,125211"
146,yes_cd85758f_nohash_4,yes,yes,1,yes,1,-128;-128;127;-128,-153264;3416;167077;-31038,,104.506,169.655,0,0,"RESULT: yes scores=-153264,3416,167077,-31038"
147,no_b176f8e9_nohash_0,unknown,unknown,1,no,0,-127;43;-101;-71,-97200;46217;-629;20123,,108.977,166.928,0,0,"RESULT: unknown scores=-97200,46217,-629,20123"
148,go_8931f494_nohash_1,no,no,1,unknown,0,-128;-45;-127;45,-145268;101046;-23374;122679,,109.477,166.644,0,0,"RESULT: no scores=-145268,101046,-23374,122679"
149,go_4c3cddb8_nohash_4,no,no,1,unknown,0,-128;-119;-128;118,-83210;50519;-24680;132060,,102.632,169.806,0,0,"RESULT: no scores=-83210,50519,-24680,132060"
